crop_name,district_support,district_category,climate_zone,crop_duration_days,growth_stage,stage_start_day,stage_end_day,activity,guidance,water_requirement,fertilizer_requirement,monitoring_requirement,expected_outcome,risk_factor,government_recommendation
Finger Millet,"Dharmapuri,Salem,Krishnagiri,Erode,Namakkal",CENTRAL_ZONE,HOT,120,Seed Selection,5,7,Seed Selection and Nursery,"Select high-yielding varieties: CO 15, GPU 67, or ML 365 for Tamil Nadu conditions. For nursery: sow at 5 g per square metre in well-prepared nursery beds. Treat seeds with Thiram 3 g per kg. Nursery ready in 25 days. Main field prepared simultaneously.",LOW,Balanced NPK,Weekly,Healthy Seedling Production,Blast in Nursery,Apply Tricyclazole 75 WP at 0.6 g per litre as protective spray in nursery from 15th day to prevent blast disease.
Finger Millet,"Dharmapuri,Salem,Krishnagiri,Erode,Namakkal",CENTRAL_ZONE,HOT,120,Transplanting,25,30,Finger Millet Transplanting,"Transplant 25-day seedlings in puddled field or well-irrigated field. Maintain spacing of 22.5 cm x 10 cm. Apply basal fertilizer: 50 kg nitrogen, 50 kg phosphorus, and 50 kg potassium per hectare. Transplant 2-3 seedlings per hill. Irrigate immediately after transplanting.",MEDIUM,Balanced NPK,Daily,Uniform Establishment,Transplanting Shock; Weed Competition,Apply pre-emergence herbicide Pendimethalin at 3.3 litre per hectare after transplanting to control weeds in finger millet field.
Finger Millet,"Dharmapuri,Salem,Krishnagiri,Erode,Namakkal",CENTRAL_ZONE,HOT,120,Vegetative Growth,30,75,Growth Stage Management,"Apply second nitrogen top dress at 25 kg urea per hectare at 30 days. Hand weed at 30 and 45 days. Earth up rows at 30 days. Monitor for blast disease on leaves and neck. Spray Tricyclazole 75 WP at 0.6 g per litre if blast lesions are observed on leaves.",MEDIUM,Nitrogen Rich,Weekly,Healthy Tiller Formation,Blast; Leaf Spot,Nitrogen split application at basal, 30 days, and 60 days gives better yield than single application in finger millet.
Finger Millet,"Dharmapuri,Salem,Krishnagiri,Erode,Namakkal",CENTRAL_ZONE,HOT,120,Disease Monitoring,30,100,Blast Disease Monitoring,"Blast is the most critical disease of finger millet. Scout weekly for spindle-shaped lesions with grey centre on leaves. During humid weather, spray Tricyclazole 75 WP at 0.6 g per litre. Protect neck and ear head from blast. Critical periods: tillering and heading.",MEDIUM,Balanced NPK,Every 3 Days,Disease-Free Crop,Neck Blast; Leaf Blast,Grow blast-resistant varieties GPU 67 and ML 365 in blast-endemic areas of Dharmapuri and Salem districts.
Finger Millet,"Dharmapuri,Salem,Krishnagiri,Erode,Namakkal",CENTRAL_ZONE,HOT,120,Harvest,115,120,Finger Millet Harvesting,"Harvest when ear heads turn brown and grains are hard. Cut heads with sickle. Dry in sun for 3-5 days. Thresh by trampling or mechanical thresher. Finger millet grain is very small, use fine-mesh sieve for cleaning. Dry to 12% moisture for safe storage.",LOW,Balanced NPK,Daily,Maximum Grain Yield,Shattering; Bird Damage,Finger millet grain stores well for long periods. Tamil Nadu farmers traditionally store finger millet in earthen pots and granaries for 3-5 years without pest problems.
Sorghum,"Madurai,Theni,Dindigul,Virudhunagar,Sivagangai",DRY_ZONE,HOT,110,Land Preparation,1,5,Sorghum Field Preparation,"Plough to 20-25 cm depth. One deep ploughing and 2 cross harrowings. Apply FYM at 10 tonnes per hectare. In Madurai black cotton soil, ridge and furrow method prevents waterlogging. Apply gypsum at 500 kg per hectare in saline-prone areas of Sivagangai.",LOW,Organic Compost,Weekly,Good Soil Tilth,Waterlogging in Black Soil,Sorghum can be grown in deep black cotton soil of Madurai and Theni districts which retains moisture for long periods reducing irrigation requirement.
Sorghum,"Madurai,Theni,Dindigul,Virudhunagar,Sivagangai",DRY_ZONE,HOT,110,Seed Selection,3,5,Seed Selection and Treatment,"Select improved varieties: CO 30, SPV 1411, or hybrid TNAU Sorghum 1. Treat seeds with Thiram 3 g per kg and Atrazine 50 WP 5 g per kg to control witchweed (Striga). Inoculate with Azospirillum at 25 g per kg. Seed rate: 10 kg per hectare for varieties.",LOW,Balanced NPK,Weekly,Healthy Germination; Striga Control,Striga Weed; Shoot Fly,Apply herbicide Atrazine as seed treatment to control Striga (witchweed) which is a major constraint in rainfed sorghum of Madurai and Theni districts.
Sorghum,"Madurai,Theni,Dindigul,Virudhunagar,Sivagangai",DRY_ZONE,HOT,110,Sowing,5,7,Sorghum Sowing,"Sow 2 seeds per hill at 3-4 cm depth. Maintain spacing of 45 cm x 15 cm. Apply basal: 50 kg nitrogen, 50 kg phosphorus, and 25 kg potassium per hectare. Thin to one plant per hill at 12 days. Gap fill within 10 days. Sow at onset of monsoon.",LOW,Phosphorus Rich,Weekly,Uniform Plant Population,Poor Germination; Soil Crust,Sow sorghum at recommended spacing for maximum yield. Wider spacing of 60x20 cm is recommended for kharif season to prevent diseases during humid conditions.
Sorghum,"Madurai,Theni,Dindigul,Virudhunagar,Sivagangai",DRY_ZONE,HOT,110,Vegetative Growth,10,60,Growth Stage Management,"Apply first nitrogen top dress at 25 kg urea per hectare at 20 days. Apply second top dress at 25 kg urea per hectare at 40 days. Hand weed at 20 and 40 days. Monitor for shoot fly dead heart in early stage. Apply Endosulfan 35 EC at 1.5 ml per litre if shoot fly exceeds ETL.",LOW,Nitrogen Rich,Weekly,Healthy Vegetative Growth,Shoot Fly; Aphid,Apply split doses of nitrogen fertilizer during vegetative stage only when soil moisture is available to prevent fertilizer wastage in rainfed conditions.
Sorghum,"Madurai,Theni,Dindigul,Virudhunagar,Sivagangai",DRY_ZONE,HOT,110,Flowering,70,85,Head Formation and Grain Fill,"Monitor head emergence at 65-70 days. Ensure adequate moisture during grain filling. Scout for head bug (mirid bug) and sorghum midge during flowering. Apply Dimethoate 30 EC at 2 ml per litre if head bug incidence exceeds 5 bugs per head.",LOW,Potassium Rich,Weekly,Good Grain Formation,Head Bug; Sorghum Midge,Monitor grain mold on sorghum head after flowering and apply protective fungicide if mold symptoms appear during humid post-flowering period.
Sorghum,"Madurai,Theni,Dindigul,Virudhunagar,Sivagangai",DRY_ZONE,HOT,110,Harvest,105,110,Sorghum Harvesting,"Harvest when grain is hard and cannot be crushed with thumbnail. Cut ear heads and dry in sun. Thresh by trampling, beating, or mechanical thresher. Dry grain to 12% moisture. Clean and store in gunny bags. Sorghum grain stores well for 2-3 years with proper storage.",LOW,Balanced NPK,Daily,Maximum Grain and Fodder Yield,Bird Damage; Grain Mold,Install bird scaring devices especially in sorghum fields adjacent to forests in Theni and Dindigul districts to prevent bird damage.
Coconut,"Thanjavur,Tiruvarur,Nagapattinam,Coimbatore,Erode",DELTA,HUMID,3650,Land Preparation,1,15,Pit Preparation for Coconut,"Dig pits of 1 m x 1 m x 1 m at spacing of 7.5 m x 7.5 m for tall varieties or 6 m x 6 m for dwarf varieties. In delta districts apply FYM at 50 kg per pit mixed with topsoil. Apply Neem cake at 5 kg per pit. Apply BHC 10% dust to prevent white grub damage.",LOW,Organic Compost,Weekly,Good Root Development Space,Root Grub; Poor Establishment,Pit preparation must be done 3 months before planting to allow soil weathering. Tamil Nadu Agriculture Department recommends square system planting for coconut.
Coconut,"Thanjavur,Tiruvarur,Nagapattinam,Coimbatore,Erode",DELTA,HUMID,3650,Seed Selection,10,15,Seedling Selection,"Select 9-12 month old seedlings from certified nurseries. Seedling selection criteria: minimum 6 green leaves, collar girth above 10 cm, stout and healthy appearance. Preferred varieties: East Coast Tall for Delta areas, Chowghat Orange Dwarf for home gardens, hybrid COD x EC for high yield.",LOW,Balanced NPK,Weekly,Healthy Establishment,Poor Quality Seedlings,Purchase coconut seedlings from Tamil Nadu Agriculture Department approved nurseries or TNAU coconut research station at Aliyarnagar.
Coconut,"Thanjavur,Tiruvarur,Nagapattinam,Coimbatore,Erode",DELTA,HUMID,3650,Transplanting,15,20,Coconut Seedling Planting,"Plant seedlings at centre of pit. Mix topsoil with FYM and half fill the pit. Place seedling with ball of earth. Fill remaining pit with topsoil-FYM mixture. Apply Sevidol at 50 g per pit to prevent root grub. Irrigate immediately. Shade young seedlings for first 3 months.",HIGH,Organic Compost,Weekly,Healthy Establishment; Root Development,Transplanting Shock; Root Grub,Provide shade to newly planted coconut seedlings using palm fronds or shade net for the first 3-6 months to reduce transplanting stress.
Coconut,"Thanjavur,Tiruvarur,Nagapattinam,Coimbatore,Erode",DELTA,HUMID,3650,Vegetative Growth,90,730,Young Palm Fertilization and Care,"Apply first dose of fertilizer at 6 months: 500 g each of urea, superphosphate, and muriate of potash per palm. Apply green manure crops between rows. Irrigate at 5-7 day intervals. Remove weeds in basin 2 m radius. Apply FYM at 25 kg per palm annually.",HIGH,Balanced NPK,Biweekly,Healthy Vegetative Development,Root Wilt; Rhinoceros Beetle,Apply recommended dose of fertilizers to coconut in June and December as split application. Avoid application during water-stressed periods.
Coconut,"Thanjavur,Tiruvarur,Nagapattinam,Coimbatore,Erode",DELTA,HUMID,3650,Irrigation Management,90,3650,Irrigation Scheduling,"Adult coconut requires 45-90 litre per palm per day depending on climate. Install drip irrigation with 1 emitter of 8 LPH per palm. Critical stages: nut development and before summer. Avoid water stress during nut filling as it causes nut drop and reduces copra content.",HIGH,Balanced NPK,Biweekly,Improved Nut Yield and Copra Content,Drought Stress; Nut Drop,Drip irrigation increases coconut yield by 20-25% and copra content by 15%. Government of Tamil Nadu provides subsidy on drip installation for coconut.
Coconut,"Thanjavur,Tiruvarur,Nagapattinam,Coimbatore,Erode",DELTA,HUMID,3650,Pest Monitoring,365,3650,Rhinoceros Beetle and Red Palm Weevil Monitoring,"Inspect crown of coconut palms for V-shaped cuts on fronds caused by Rhinoceros beetle. Set up pheromone traps (Ethyl 4-methyloctanoate) at 1 per 4 palms for Red Palm Weevil monitoring. If weevil is detected, inject Monocrotophos 10 ml in 10 ml water at crown collar region.",MEDIUM,Balanced NPK,Biweekly,Early Detection; Tree Protection,Rhinoceros Beetle; Red Palm Weevil,Pheromone traps are available through Tamil Nadu Agriculture Department at subsidized rates. Early detection of Red Palm Weevil through pheromone traps saves palms from fatal damage.
Coconut,"Thanjavur,Tiruvarur,Nagapattinam,Coimbatore,Erode",DELTA,HUMID,3650,Disease Monitoring,365,3650,Root Wilt Disease Monitoring,"Root Wilt is a phytoplasma disease serious in Thanjavur and Tiruvarur districts. Symptoms: flaccidity of leaves, yellowing of outer whorl, nut shedding, and gradual decline. No cure once infected. Remove and burn infected palms. Apply Tetracycline trunk injection 5 g in 200 ml water in early stages.",MEDIUM,Balanced NPK,Monthly,Disease-Free Plantation,Root Wilt Disease,Avoid growing coconut in root wilt-endemic areas without proper disease management. Tamil Nadu Agriculture Department provides compensation for root wilt-affected palms under crop insurance scheme.
Coconut,"Thanjavur,Tiruvarur,Nagapattinam,Coimbatore,Erode",DELTA,HUMID,3650,Harvest,730,3650,Coconut Harvesting,"Harvest coconuts at 11-12 month age for copra making and at 8-9 months for tender coconut. Harvest at 45-day intervals. Use trained climbers or bamboo pole with sickle. Count harvest: healthy adult palm gives 60-100 nuts per year. Grade into tender nut, copra nut, and dried nut categories.",LOW,Balanced NPK,Monthly,Steady Nut Production,Nut Drop; Poor Copra Quality,Register with Tamil Nadu Coconut Development Board to avail various subsidy schemes and market support for coconut growers.
Coffee,"Nilgiris,Coimbatore (Anamalai)",HILL,COOL,3650,Land Preparation,1,30,Shade Tree Establishment,"Before planting coffee, establish shade trees like silver oak (Grevillea robusta) at 8 m x 8 m spacing. Shade trees should be planted 2-3 years before coffee. In Nilgiris, existing forest shade is utilized. Dig trenches for contour planting to prevent soil erosion on slopes.",LOW,Organic Compost,Weekly,Optimum Shade; Soil Conservation,Soil Erosion; Wind Damage,Maintain optimum shade of 40-50% for Arabica coffee and 30-40% for Robusta. Excessive shade increases disease but insufficient shade causes sunscorch.
Coffee,"Nilgiris,Coimbatore (Anamalai)",HILL,COOL,3650,Seed Selection,15,30,Seedling Selection and Nursery,"Raise coffee seedlings in polybags. Select Arabica varieties S.795, CxR, or Cauvery for quality. For Robusta, select S.274 or Sln. 6. Prepare nursery beds in shade. Sow parchment coffee at 2 cm depth. Seedlings ready in 9-12 months for transplanting.",MEDIUM,Balanced NPK,Weekly,Healthy Nursery Seedlings,Root Rot in Nursery; Antestia Bug,Procure coffee seedlings from Coconut Board or Coffee Board certified nurseries to ensure varietal purity and disease freedom.
Coffee,"Nilgiris,Coimbatore (Anamalai)",HILL,COOL,3650,Transplanting,365,400,Coffee Seedling Planting,"Plant 12-18 month old hardened seedlings in monsoon. Dig pits of 45 cm x 45 cm x 45 cm. Fill with topsoil and compost. Plant spacing: Arabica 2.5 m x 2.5 m, Robusta 3 m x 2.75 m. Mulch around seedlings with coffee pulp or leaf litter to conserve moisture.",HIGH,Organic Compost,Weekly,Healthy Establishment,Drought; Antestia Bug,Apply mulch around coffee plants to conserve soil moisture during dry spell and improve soil organic matter over time.
Coffee,"Nilgiris,Coimbatore (Anamalai)",HILL,COOL,3650,Vegetative Growth,400,730,Formative Pruning and Fertilization,"Apply fertilizers at 300 g urea, 250 g superphosphate, and 150 g potassium chloride per plant per year in 3 splits. Carry out formative pruning to establish single stem and desired framework. Remove suckers below first primary branch. Spray copper fungicide after pruning wounds.",MEDIUM,Nitrogen Rich,Biweekly,Good Framework Development; Disease Prevention,White Stem Borer; Leaf Rust,Formative pruning during first 2 years determines future yield potential of coffee plant. Consult local Coffee Board officer for correct pruning technique.
Coffee,"Nilgiris,Coimbatore (Anamalai)",HILL,COOL,3650,Pest Monitoring,365,3650,Coffee Berry Borer and White Stem Borer Monitoring,"Scout for Coffee Berry Borer (small black beetle boring into coffee berries) from July-October. Apply Beauveria bassiana spray at 5 g per litre at berry formation. For white stem borer, inspect stem collars for frass and bore holes monthly. Apply Chlorpyrifos paste on collar region.",MEDIUM,Balanced NPK,Monthly,Pest-Free Berries,Coffee Berry Borer; White Stem Borer,Use pheromone traps for Coffee Berry Borer monitoring. Coffee Board provides technical guidance and subsidized pheromone traps through district offices.
Coffee,"Nilgiris,Coimbatore (Anamalai)",HILL,COOL,3650,Disease Monitoring,365,3650,Coffee Leaf Rust Monitoring,"Coffee Leaf Rust (Hemileia vastatrix) causes orange powdery lesions on lower leaf surface. Scout monthly. Apply Copper Oxychloride 50 WP at 3 g per litre after monsoon onset. Repeat at 30-day intervals. For severe infection use Propiconazole 25 EC at 1 ml per litre.",MEDIUM,Balanced NPK,Monthly,Disease-Free Foliage; Yield Protection,Coffee Leaf Rust,Rust-resistant varieties like CxR and Cauvery have been developed by CCRI (Central Coffee Research Institute) and are recommended for Tamil Nadu coffee growing areas.
Coffee,"Nilgiris,Coimbatore (Anamalai)",HILL,COOL,3650,Harvest,1095,3650,Coffee Berry Harvesting,"Harvest ripe red berries only (selective picking). Avoid stripping method as it reduces quality. Harvest during October-February in Tamil Nadu. Process by wet method (washed) for Arabica and dry method for Robusta. Primary processing within 24 hours of harvest.",LOW,Balanced NPK,Weekly,High Quality Coffee Output,Post-Harvest Quality Loss; Fermentation,Practice selective red berry picking to maximize premium quality coffee output. Register with Coffee Board to avail minimum support price and market linkage.
Tea,"Nilgiris,Anamalai Hills,Palani Hills",HILL,COOL,3650,Land Preparation,1,45,Tea Field Establishment,"Select well-drained hill slopes with good air drainage. Clear existing vegetation. Lay out contour trenches to prevent soil erosion. Prepare planting holes of 45 cm x 45 cm x 45 cm at spacing of 1.5 m x 1.5 m (square) or 1.2 m x 0.75 m (triangular) for high density planting.",MEDIUM,Organic Compost,Weekly,Good Drainage; Erosion Prevention,Soil Erosion; Waterlogging,Plant tea on contour lines following Tamil Nadu Soil Conservation Department guidelines to prevent erosion in Nilgiris hill slopes.
Tea,"Nilgiris,Anamalai Hills,Palani Hills",HILL,COOL,3650,Seed Selection,30,60,Clone Selection and Planting Material,"Select clonal tea plants from authenticated nurseries. Best Nilgiris clones: UPASI 9, UPASI 17, UPASI 26 for high yield; BSS 1 and ATF series for quality. Use 18-month old hardened plants for transplanting. Clonal tea gives 30-40% higher yield than seedling tea.",MEDIUM,Balanced NPK,Weekly,Healthy Clonal Establishment,Blister Blight; Poor Root Development,Source clonal planting material only from UPASI (United Planters' Association of South India) certified nurseries to ensure authenticity and disease-free status.
Tea,"Nilgiris,Anamalai Hills,Palani Hills",HILL,COOL,3650,Transplanting,60,75,Tea Plant Transplanting,"Plant clones in prepared holes during monsoon. Apply FYM at 2 kg per hole. Plant at correct depth (collar should be at ground level). Mulch around plants with paddy straw or weed biomass. Provide windbreak shading for 3-6 months after planting.",HIGH,Organic Compost,Weekly,Healthy Establishment,Transplanting Shock; Drought in Young Plants,Provide temporary shade of 50% for newly transplanted tea clones using shade nets for the first 6 months to reduce moisture stress.
Tea,"Nilgiris,Anamalai Hills,Palani Hills",HILL,COOL,3650,Vegetative Growth,75,730,Pruning and Training,"Apply formative pruning at 6 months to develop bushy growth. Journey pruning at 18 months to establish plucking table at 30-35 cm height. Apply fertilizers: 300 kg nitrogen, 75 kg phosphorus, and 75 kg potassium per hectare per year in 4 splits. Apply in March, June, September.",HIGH,Nitrogen Rich,Biweekly,Bushy Plant Development,Blister Blight; Mosquito Bug,Adopt recommended pruning cycle of 3-4 years (tipping to skiffing to pruning) to maintain productive plucking surface in Nilgiris tea estates.
Tea,"Nilgiris,Anamalai Hills,Palani Hills",HILL,COOL,3650,Pest Monitoring,365,3650,Mosquito Bug and Mites Monitoring,"Inspect tea shoots for Mosquito Bug damage (brown corky lesions on shoots). Install blue sticky traps at 10 per acre. If above ETL (5 bugs per shoot), apply Endosulfan 35 EC at 2 ml per litre. For red spider mite, apply Dicofol 18.5 EC at 2.5 ml per litre.",MEDIUM,Balanced NPK,Weekly,Pest-Free Flush Development,Mosquito Bug; Red Spider Mite,Follow UPASI Nilgiris recommended IPM schedule for tea pest management. Avoid broad-spectrum pesticide application close to plucking to ensure tea safety standards.
Tea,"Nilgiris,Anamalai Hills,Palani Hills",HILL,COOL,3650,Disease Monitoring,365,3650,Blister Blight Monitoring,"Blister Blight is the most critical disease in Nilgiris tea. Scout weekly for pale yellow translucent spots turning to blisters on young shoots. Under humid conditions above 1000 m elevation, spray Copper Oxychloride 50 WP at 3 g per litre at 10-day intervals during monsoon.",MEDIUM,Balanced NPK,Weekly,Disease-Free Shoot Production,Blister Blight; Grey Blight,Preventive copper spray programme starting with onset of northeast monsoon is mandatory for Nilgiris tea to prevent blister blight epidemic.
Tea,"Nilgiris,Anamalai Hills,Palani Hills",HILL,COOL,3650,Harvest,730,3650,Tea Plucking,"Pluck young tea shoots at 7-10 day intervals during flush periods. Standard plucking: 2 leaves and a bud. Quality: coarse plucking (3 leaves and bud) for lower grade. Transport fresh leaves to factory within 4-6 hours of plucking in ventilated baskets. Do not compress leaves.",LOW,Balanced NPK,Weekly,Quality Tea Leaf Output,Coarse Plucking; Delayed Processing,Maintain plucking standards as per UPASI guidelines. Quality of tea depends 60% on standard of plucking (2 leaves and a bud) and 40% on factory processing.
Onion,"Krishnagiri,Erode,Vellore,Perambalur,Salem",CENTRAL_ZONE,HOT,120,Land Preparation,1,7,Field Preparation for Onion,"Plough to 20 cm depth. Apply FYM at 25 tonnes per hectare and well-decomposed poultry manure at 5 tonnes per hectare. Form raised beds of 1.5 m width for transplanting or flat beds for sets planting. Apply Trichoderma viride at 2.5 kg per hectare mixed with FYM.",MEDIUM,Organic Compost,Weekly,Good Soil Structure; Disease Suppression,Basal Rot; White Rot,Deep ploughing in summer followed by solarisation using polythene mulch for 4 weeks reduces soil-borne diseases including white rot and basal rot significantly.
Onion,"Krishnagiri,Erode,Vellore,Perambalur,Salem",CENTRAL_ZONE,HOT,120,Nursery Preparation,5,25,Onion Nursery Preparation,"Prepare nursery beds of 1 m width. Sow seeds at 4 g per square metre. Cover with fine soil and mulch. Irrigate with watering can. Seedlings ready for transplanting at 40-45 days. Apply Carbendazim 0.1% at 15 days to prevent damping off. Thin overcrowded seedlings.",MEDIUM,Phosphorus Rich,Every 3 Days,Healthy Seedling Production,Damping Off; Purple Blotch in Nursery,Ensure proper spacing in nursery beds to produce stout seedlings with pencil-thick stems that establish well after transplanting.
Onion,"Krishnagiri,Erode,Vellore,Perambalur,Salem",CENTRAL_ZONE,HOT,120,Transplanting,45,50,Onion Transplanting,"Transplant 40-45 day old seedlings at 15 cm x 10 cm spacing. Apply basal fertilizer: 50 kg nitrogen, 50 kg phosphorus, and 50 kg potassium per hectare. Irrigate immediately after transplanting. Remove damaged leaves before transplanting. Maintain rows to assist earthing up.",HIGH,Balanced NPK,Daily,Successful Establishment,Transplanting Shock; Purple Blotch,Transplant onion seedlings in evening to reduce wilting stress. Apply root dip treatment with Carbendazim 0.1% solution before transplanting.
Onion,"Krishnagiri,Erode,Vellore,Perambalur,Salem",CENTRAL_ZONE,HOT,120,Vegetative Growth,50,85,Bulb Development Management,"Apply second nitrogen dose at 25 kg urea per hectare at 30 days after transplanting. Earth up rows at 30-35 days to promote bulb development. Apply potassium chloride at 30 kg per hectare at 45 days. Maintain weed-free condition till 60 days for maximum bulb development.",MEDIUM,Potassium Rich,Weekly,Uniform Bulb Development,Thrips; Nitrogen Excess,Avoid excess nitrogen after 45 days of transplanting as it delays bulb maturity and reduces storability of onion bulbs.
Onion,"Krishnagiri,Erode,Vellore,Perambalur,Salem",CENTRAL_ZONE,HOT,120,Pest Monitoring,20,100,Thrips Monitoring and Management,"Thrips are major pest of onion. Check leaf damage (silver streaks on inner leaf surface) and count thrips per leaf. Yellow sticky traps at 5 per acre for monitoring. If above ETL (5 thrips per leaf), spray Spinosad 45 SC at 0.3 ml per litre with sticker agent.",MEDIUM,Balanced NPK,Every 3 Days,Pest-Free Foliage; Healthy Bulb,Thrips; Onion Leaf Curl,Add sticker (Teepol or soap solution at 1 ml per litre) to all pesticide sprays on onion to improve coverage on smooth waxy leaves.
Onion,"Krishnagiri,Erode,Vellore,Perambalur,Salem",CENTRAL_ZONE,HOT,120,Disease Monitoring,30,100,Purple Blotch and Stemphylium Blight Monitoring,"Scout for purple blotch: white spots with purple centre on leaves. For Stemphylium blight: water-soaked spots turning brown. Apply Mancozeb 75 WP at 2 g per litre at 15-day intervals from 30 days after transplanting. Alternate with Iprodione 50 WP at 2 g per litre.",MEDIUM,Balanced NPK,Weekly,Disease-Free Foliage; Good Bulb Quality,Purple Blotch; Stemphylium Blight,Purple blotch is the most common foliar disease of onion in Tamil Nadu. Preventive fungicide spray schedule starting at 30 days after transplanting gives effective control.
Onion,"Krishnagiri,Erode,Vellore,Perambalur,Salem",CENTRAL_ZONE,HOT,120,Harvest Preparation,105,115,Onion Maturity Assessment,"Harvest when 50-75% of tops fall over naturally. Avoid harvesting very early as it reduces yield and quality. Withhold irrigation 10 days before harvest. Test maturity: outer scales should be dry and papery. Bulb neck should be soft and closed for good storability.",LOW,Potassium Rich,Weekly,Mature Bulbs for Good Storage,Pre-Harvest Sprouting; Bolting,Withhold irrigation 10 days before harvest to improve bulb curing and reduce neck rot during storage. Avoid harvesting immature bulbs.
Onion,"Krishnagiri,Erode,Vellore,Perambalur,Salem",CENTRAL_ZONE,HOT,120,Harvest,116,120,Onion Harvesting and Curing,"Harvest bulbs using hand fork or tractor-mounted digger. Dry in windrows for 3-5 days with tops covering bulbs. After field curing, clip tops 2 cm above neck. Grade by size: Super (above 60 mm), Large (45-60 mm), Medium (25-45 mm). Pack in jute bags.",LOW,Balanced NPK,Daily,Maximum Marketable Yield,Post-Harvest Rotting; Bruising,Dry onion bulbs in shade after harvest for uniform curing to improve shelf life and storage quality. Contact NAFED for MSP procurement of onion during market glut.
Chilli,"Krishnagiri,Vellore,Erode,Namakkal,Guntur-border",CENTRAL_ZONE,HOT,150,Land Preparation,1,7,Chilli Field Preparation,"Plough to 25 cm depth. Apply FYM at 25 tonnes per hectare. Form raised beds of 1.2 m width with furrows. Apply Trichoderma viride at 2.5 kg per hectare as biocontrol agent. In Erode red soils, apply lime if pH is below 6.0. Ensure good drainage.",MEDIUM,Organic Compost,Weekly,Healthy Soil; Disease Suppression,Phytophthora Blight; Wilt,Sandy loam to clay loam soils with good drainage are ideal for chilli cultivation. Avoid heavy clay soils as they cause waterlogging and Phytophthora root rot.
Chilli,"Krishnagiri,Vellore,Erode,Namakkal,Guntur-border",CENTRAL_ZONE,HOT,150,Nursery Preparation,5,25,Chilli Nursery Management,"Prepare raised nursery beds. Treat soil with Formaldehyde 40% diluted 1:49 and cover with polythene for 2 days for soil sterilization. Sow seeds at 1 g per metre row. Apply Carbendazim 0.1% to prevent damping off. Seedlings ready at 35-40 days.",MEDIUM,Phosphorus Rich,Every 3 Days,Disease-Free Seedling Production,Damping Off; Thrips in Nursery,Install 50 mesh nylon net insect screen around nursery to protect seedlings from thrips and whitefly that transmit Chilli Leaf Curl Virus.
Chilli,"Krishnagiri,Vellore,Erode,Namakkal,Guntur-border",CENTRAL_ZONE,HOT,150,Transplanting,35,40,Chilli Seedling Transplanting,"Transplant 35-40 day old seedlings at 75 cm x 60 cm spacing. Apply Imidacloprid 17.8 SL at 0.5 ml per litre as root dip for 30 minutes before transplanting to protect against thrips and whitefly. Irrigate immediately. Shade for 3 days after transplanting.",HIGH,Balanced NPK,Daily,Healthy Establishment; Sucking Pest Prevention,Thrips; Whitefly,Treat chilli seedling roots with Imidacloprid before transplanting as a systemic protection against thrips and whitefly that transmit leaf curl virus.
Chilli,"Krishnagiri,Vellore,Erode,Namakkal,Guntur-border",CENTRAL_ZONE,HOT,150,Vegetative Growth,40,75,Staking and Fertilization,"Stake tall chilli varieties at 60 days. Apply split dose nitrogen: 25 kg urea at 30 days and 25 kg at 60 days after transplanting. Apply potassium at 30 kg MOP per hectare at 45 days. Remove early flower buds for first 25 days to build vegetative frame.",MEDIUM,Nitrogen Rich,Weekly,Good Vegetative Framework,Mite Attack; Thrips,Apply micronutrient mixture foliar spray (zinc, boron, molybdenum) at 30 days after transplanting to prevent micronutrient deficiency symptoms common in Erode soils.
Chilli,"Krishnagiri,Vellore,Erode,Namakkal,Guntur-border",CENTRAL_ZONE,HOT,150,Pest Monitoring,25,140,Thrips Mite and Whitefly Monitoring,"Set yellow sticky traps at 5 per acre for whitefly monitoring and blue traps for thrips. Inspect 20 plants per acre twice weekly. For broad mite (leaf distortion on shoots), apply Dicofol 18.5 EC at 2.5 ml per litre. For thrips spray Spinosad 45 SC at 0.3 ml per litre.",MEDIUM,Balanced NPK,Every 3 Days,Pest-Free Crop; Virus Prevention,Thrips; Broad Mite; Whitefly,Broad mite (Polyphagotarsonemus latus) causes severe distortion of chilli leaves and is often confused with virus symptoms. Use hand lens for identification before spraying.
Chilli,"Krishnagiri,Vellore,Erode,Namakkal,Guntur-border",CENTRAL_ZONE,HOT,150,Disease Monitoring,30,140,Anthracnose and Powdery Mildew Monitoring,"Scout for anthracnose: sunken water-soaked spots on fruits with orange spore mass. Apply Carbendazim 0.1% spray at 14-day intervals. For powdery mildew: white powdery coating on leaves. Spray wettable sulphur 80 WP at 3 g per litre. Scout weekly.",MEDIUM,Balanced NPK,Weekly,Healthy Fruits and Foliage,Anthracnose; Powdery Mildew; Phytophthora Blight,Anthracnose fruit rot is the most critical disease of chilli in Tamil Nadu causing 30-40% yield loss. Preventive spray programme during fruiting stage is essential.
Chilli,"Krishnagiri,Vellore,Erode,Namakkal,Guntur-border",CENTRAL_ZONE,HOT,150,Harvest,120,150,Chilli Harvesting,"Harvest chillies at green stage for fresh market (65-70 days after transplanting) or at red ripe stage for dry chilli market (90-120 days). Harvest every 10-15 days. Handle with gloves to prevent skin irritation. Grade by size and colour. Dry red chillies in sun on clean surfaces.",LOW,Balanced NPK,Daily,Maximum Marketable Yield,Post-Harvest Discolouration; Aflatoxin,Dry chillies to safe moisture of 10% to prevent mold growth and aflatoxin contamination. Store in moisture-proof bags or gunny bags with silica gel.
